"('P0', 'id')","('P1_b ', 'Genero')","('P2_f ', 'Cargo Atual')","('P2_i ', 'Quanto tempo de experiência na área de dados você tem?')","('P1_l ', 'Nivel de Ensino')","('P1_m ', 'Área de Formação')"
bwe677uzrmzyjxk82bwezl1faw34qmke,Masculino,Cientista de Dados/Data Scientist,de 7 a 10 anos,Doutorado ou Phd,Química / Física
bwfsx6jxah3a8rbwfs9sc9odhduqo7u1,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
bwl2w87pmu70w191xbwl2w4yxr554n7b,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Não tenho experiência na área de dados,Estudante de Graduação,Outras Engenharias
bwq8klnjx8y6di6bwqei3gk4klouilgq,Masculino,Analista de Dados/Data Analyst,Menos de 1 ano,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
bx19y28jccgimgjssebx19y285v46tpa,Feminino,Outras Engenharias (não inclui dev),Não tenho experiência na área de dados,Graduação/Bacharelado,Outras Engenharias
bxbazsk7v50b30noddbxbazdvmtxtjmk,Feminino,,,Graduação/Bacharelado,Outra opção
bxqkzgfn8vhha16cobxqkzg7z7kzrzbw,Masculino,,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
bxw2exb44p66f8nqk9bxw2exb3lzxcqr,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
by3tt8u7txtwpy9eby3t3sby6uehw7u9,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
byttbdfx41anbffybyttagc0qoqa8lyl,Feminino,Analista de Dados/Data Analyst,de 3 a 4 anos,Pós-graduação,Outras Engenharias
byzq07zdxw54xumo7wtzsbyzq07zber7,Masculino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
bz489f9d328on2mgbz0ld9v042trxdlu,Masculino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
bz8aw9uobwtmk4ub6wbz8rymtvhcwitr,Masculino,Cientista de Dados/Data Scientist,de 4 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
bzcojfs6ypadc0iyx9xnbzcojthybf5k,Masculino,Analytics Engineer,de 3 a 4 anos,Não tenho graduação formal,
bzi6dxxd3e7td6pkbrdnqpsxwbzi6dxr,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
bzjti6oakt1gofbmzwbzjtizkifj8ku0,Feminino,Analytics Engineer,de 3 a 4 anos,Mestrado,Outras Engenharias
c00nyav0dmuwjk7gofeg6c00nyavpa82,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Não tenho graduação formal,
c0opl985qe299w043ekrmc0opl9m12pt,Masculino,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
c0sfide46c0sfana49k6bpw66fyf0ana,Masculino,Analista de Dados/Data Analyst,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
c11zoshr69lum8ucohp1c11zosf269jx,Masculino,Analista de BI/BI Analyst,de 5 a 6 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
c14uii35r9acc00c1v6i5hjn1uanom8u,Feminino,Analista de Suporte/Analista Técnico,Não tenho experiência na área de dados,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c1i3maxzh9ey6hk0qqc1i3mi6sbwinqp,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
c1i9mlgwisllcqk9d9jc1i7063xnyw30,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c1x7k9iqgtsj1lqnrnzefc1x7cqxy05m,Masculino,,de 3 a 4 anos,Pós-graduação,Outras Engenharias
c1xtnz4owwr4oyzc1xf8s22qw5xbwrc0,Feminino,Analista de Inteligência de Mercado/Market Intelligence,de 3 a 4 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
c2afjwkeig4hmko8pl2mslc2afjwkyqk,Masculino,,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c2hanuu1vb1wtt5hc2hanumbsrqglu98,Feminino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
c2lmw7hf6rxpc3cjqczufc2lmw7hbp5z,Masculino,,de 3 a 4 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
c2mnhas18xoaydy4fmqc2mn7jco5dupc,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c2sr0ycv6wcn2izdc2sxiiwb2ntqg5s1,Masculino,Outra Opção,Menos de 1 ano,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
c2vp2zh28oxnriyji9c2vpowds2o1ep6,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
c3awusk12jpbx2v3wkc3awusaiod199n,Feminino,,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
c3cneqyeohf7hcsoq7wc3cneqtsldmsi,Masculino,,de 7 a 10 anos,Pós-graduação,Outra opção
c3e8c4b95mdzlc3eu4oezu0ieiyo2it7,Masculino,,Mais de 10 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
c3gj5ffdc9gc4l9t4c3gxppcb2qqu18x,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
c3mlffxcikr86mfac3mlffbwor89ab5a,Masculino,Cientista de Dados/Data Scientist,de 5 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
c3nh7483qxz5rq1jur5keoc3nh748567,Masculino,,,Graduação/Bacharelado,Outras Engenharias
c45g1a91zsgnj45wy5redhrc45g19xdx,Masculino,Cientista de Dados/Data Scientist,Mais de 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
c461x6b9dbjk8zdg13rkc461x69prrun,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
c4bupgv34sjcinaw3c4bup1ojvejd2hw,Feminino,,de 3 a 4 anos,Pós-graduação,Outras Engenharias
c4cn98rxaiui4reu9vc4cn9kahmqoc3h,Feminino,,,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
c4fhgqeurjh3b6yc4fhkjdb9zxh2uu1c,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
c4pic6bzpcj2cy0iadcbuc4pic6bzkkr,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Estudante de Graduação,Outras Engenharias
c4skgc4nq9cibgtqqzguc4skgc4kxene,Masculino,Engenheiro de Machine Learning/ML Engineer/AI Engineer,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
c52geek843j64k59n5gc528u4okn0h37,Masculino,,de 7 a 10 anos,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
c53vo46f16tzi5wc5343rlqw1astngyt,Masculino,Outra Opção,de 1 a 2 anos,Estudante de Graduação,Outra opção
c55ubdkf7na74dosh2vevc55ubdkhrzz,Feminino,Outra Opção,Não tenho experiência na área de dados,Graduação/Bacharelado,Outra opção
c59hf357sddn12ibgqc5938qx5e2ytt0,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
c5eajvedkb50qmw36c5ea6brevdj1kjc,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
c5kebok3pnc2nxlnw3sc5kebo928vvv0,Masculino,,de 3 a 4 anos,Mestrado,Outras Engenharias
c5vzioss7082zykw2c5vzptnmq9rrjhj,Masculino,,de 7 a 10 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
c6480e7culvh87l5hs59c6480e7tywsn,Feminino,Analista de Negócios/Business Analyst,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c6pk71zqylum2qq84c6pk71lvcsul83c,Feminino,,de 3 a 4 anos,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
c6prner4lol5epgtonzc6prne5xsibt4,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Estudante de Graduação,Outras Engenharias
c6r6rix4c9exaivc6r6aesdawufki73x,Masculino,Analista de BI/BI Analyst,de 7 a 10 anos,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo
c6rnws5yvbux8n152dra4jc6rnws5yvd,Masculino,,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c6v5fxuep9iygpol0c6v5fiviwn85bu1,Masculino,Outra Opção,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c6vr4xieo0x2zfc6vr42qy7fenbi6hqb,Feminino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Química / Física
c70v2ab803jv5pj0udc70k08uiia98d5,Feminino,Analista de Dados/Data Analyst,Menos de 1 ano,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
c798t0n6ut7blqc7980z1f2o6zmdtufk,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c7d729izxqycvc7drutyg9e973agarut,Masculino,,de 5 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c7ey40n6a8mmpycmjc7ey4k8p5pks6cg,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Graduação/Bacharelado,Outra opção
c7kxe7x3jeyskszk9c73hzn569ckaziw,Masculino,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c7l60u5b9ollr5o1c7l60qgu9ocj4li3,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Mais de 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c7s1zyzo7ghmsv8e2c7s1zyzodj6dew1,Masculino,Cientista de Dados/Data Scientist,de 3 a 4 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
c7udkx72o4edozm8ichsdc7udkx7crzl,Feminino,Outra Opção,Mais de 10 anos,Graduação/Bacharelado,Outra opção
c8vfy2oz21td33riniqxzc8vfyi54y70,Feminino,Analista de Suporte/Analista Técnico,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c9eg1yb1gh4afha4c9eh2qbfoqyws2h3,Masculino,,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c9hch7bwejmia1c9hc8if12ioe71i65u,Masculino,Analytics Engineer,de 4 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
c9t45sjbwliu057ub89bc9t45sjdyzmn,Masculino,Analista de Dados/Data Analyst,de 4 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
c9vyd1jl5ypp55tng0pahmc9vyd1jl0o,Masculino,Analista de Dados/Data Analyst,de 7 a 10 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
ca5knulqygpcqmysrcbhdlca5knu3hkd,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
cac2tjm5d3hm8hz858yjcac2tjc03njd,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios
cafg9h4oaujpy566lkgicafgh9bymter,Masculino,Outra Opção,de 7 a 10 anos,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
caqmqy25yi5b9qfbwacaqmqmuqatb9x7,Masculino,Analytics Engineer,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
casaoyl3rksw8x87nwr5qo3otn1casao,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
cawifmgabty3hcawifmcy7n5g619hpbl,Feminino,Analista de Inteligência de Mercado/Market Intelligence,Menos de 1 ano,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
cb2q1q6xyd6n46gjy9ncb2q116z9f0kj,Feminino,,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo
cb7e7fbcxsfg9uxzhfz44cb7e7fmb5uq,Masculino,Analista de Inteligência de Mercado/Market Intelligence,de 1 a 2 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
cbab9x12anb01spzftdcbab9lvc1wz2q,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
cbnoabla7oiatxpgur43dcbnoafsg3h6,Masculino,Analytics Engineer,Menos de 1 ano,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
cc0j3u81ibfgv1cc0j3uis9w08rny7k9,Masculino,,de 3 a 4 anos,Mestrado,Química / Física
cc1ongas7w66elm7celv9dcc1ongaeko,Masculino,,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
cc2z9u13hht6a7p3cc2bejy990obsorv,Masculino,Analista de Negócios/Business Analyst,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
cccsbyrn2yqeypkmllcccsb335cc9ivp,Masculino,,,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
ccezoblx4xy9accenkfgziufhh3oylpw,Feminino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Doutorado ou Phd,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
ccff1o5kph2zz5e0ztsccfv47qqiaxec,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Mestrado,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde
cci11yznvprf1mcci1z1o1wcyi2kbutp,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
cciifoh80lgi70xlplqcciif11oylxni,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ccqzcxf1kkcsgi2uydx5pccqzcxf1msg,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Mais de 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
ccr18b3am9f95oa0fbfd4zdccr18b3up,Masculino,,de 3 a 4 anos,Graduação/Bacharelado,Outras Engenharias
cdyx58cm4u63rqh7ztk5kfcdyx58c0cm,Masculino,Analytics Engineer,de 7 a 10 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
ce7grgdwbanl7hce7gqu48btyw69yg37,Masculino,,Mais de 10 anos,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI
cehb4rpl8cszky14mlcehb4rpebqg94n,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Mais de 10 anos,Graduação/Bacharelado,Química / Física
cel9ar5p6nvebqc89ocel8ynxncd7q9v,Masculino,Analista de BI/BI Analyst,de 1 a 2 anos,Graduação/Bacharelado,Outra opção
ceu9y3l8n1vi5ozq4ceu93bkga9w9mhf,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 4 a 6 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
cfmccvl6sbqjq9km5qcfmccvx09ahm2r,Masculino,,de 7 a 10 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
cfs7o0w22h86yb15xhqhcfs7orbf2lc7,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
cfxw3ygv8lx9dqehjuafcfxw3ygfeqr0,Masculino,,Não tenho experiência na área de dados,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
cg05kohi98rjo598zcg05h27y15fpwpe,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 4 a 6 anos,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
cg7byg4bxxj2ay4ehea1ocg7byjouq04,Feminino,Analista de Dados/Data Analyst,de 1 a 2 anos,Estudante de Graduação,Outra opção
cgbrm3lpb9p8m5ewlxipgcgbrm5w33n0,Masculino,,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
cgd35rgf8erlynjdt7cgd35ralu2gx6b,Masculino,Analista de Suporte/Analista Técnico,Não tenho experiência na área de dados,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
cgn7scyvzup4ki6yulxu1cgn7scyvvbr,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
cgq2fi6p84w92u3b065wc4cgq2fikotp,Masculino,Cientista de Dados/Data Scientist,de 4 a 6 anos,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
cgrxi9itev512s203rcgrxs1tzzi4cx4,Masculino,Analista de BI/BI Analyst,de 3 a 4 anos,Estudante de Graduação,Outra opção
cgs9zk2eqmml7qv9xcgs9brgr5esvmuu,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
chd3mzq477q9au2chd4747q2xoiyyevn,Masculino,,de 4 a 6 anos,Graduação/Bacharelado,Outras Engenharias
chna4rm1lkifmvobnolchna4r0juxatl,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
chr5nctqv3dd3csaf11tchr5nc1uwirl,Masculino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 3 a 4 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
chskonnj5i0vkc3yedf8hbchskonngff,Masculino,Outra Opção,Menos de 1 ano,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
ciac51wsksh5ulj4n7ciac57qtcco4g7,Feminino,,Menos de 1 ano,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
cifoav0rkicibc19dxcifjrmkueed594,Masculino,,Mais de 10 anos,Graduação/Bacharelado,Outra opção
cj37mc2kw5o5l3cj37h419op8rz699sr,Masculino,Analista de Dados/Data Analyst,de 1 a 2 anos,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
cj5ocdh4r8jgwq6l8yygk2h7cj5ocdh4,Masculino,,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI
cj744h6ohs9ymqcj744hy2mgc236f9ib,Feminino,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Mais de 10 anos,Pós-graduação,Outras Engenharias
cjbb0a6uyxxbu42chr7cjbb0a6slxnww,Feminino,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,de 1 a 2 anos,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios
cjdtsdzemby9tfcjd9no48vneyllcq4v,Feminino,Outras Engenharias (não inclui dev),de 3 a 4 anos,Pós-graduação,Outras Engenharias
cjwcg84j6fd8pc8ix3rxk4ccjwcgj0jm,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios
ck3tovnf15307wiylwack3tovnflcixl,Masculino,,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
ck8ufhi7h4lkpz82dck7bp8rghswbw3e,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
ckd65oku95mjlwockd65ow3d5hhlcv6s,Masculino,Analista de Dados/Data Analyst,de 3 a 4 anos,Pós-graduação,Outras Engenharias
ckez5qbwq1v0xdwcqqckezzbc0727alm,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Graduação/Bacharelado,Outras Engenharias
ckhkodx3rgepubgu0vckhkzpbhl4wu9z,Masculino,,Mais de 10 anos,Pós-graduação,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
cknojgiwpm0yd213xcknojgi265vikzu,Masculino,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
cksbvhaep6g3zz5xcksbvidzegx771ud,Masculino,Analista de BI/BI Analyst,de 7 a 10 anos,Graduação/Bacharelado,Outras Engenharias
cktumpjr25gimbbcktum64nad1bjuqd3,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais
cky60ejqbkq4cky4pdnvwa0fbru4ciwq,Masculino,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,de 1 a 2 anos,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI
cl8d9yuxm3yyk45j883cl8d9yenalq2z,Feminino,,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI
cl9jp3yumstrgo9740blcl9x84q2wrxq,Masculino,Cientista de Dados/Data Scientist,de 1 a 2 anos,Doutorado ou Phd,Química / Física
