"('P0', 'id')","('P1_b ', 'Genero')","('P1_f_1', 'Quantidade de oportunidades de emprego/vagas recebidas')","('P1_i ', 'Estado onde mora')","('P2_f ', 'Cargo Atual')"
sesjxfcpmcuoh8xyiv4seikv4l3zvbyb,Feminino,0.0,Paraná (PR),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
sfff0rg6hkzftctezw5sfff0rg4skpwg,Masculino,,Goiás (GO),Analista de BI/BI Analyst
sfqwocwss9a013fl4sfqwocb8953c0cx,Masculino,,Ceará (CE),Analista de Dados/Data Analyst
sfysa2o74eroqfqacdfqsfysa9lqy4nl,Masculino,,Paraíba (PB),
sg70vidqwj4szeleysg70v1isn7q1el4,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
sg8wasj032wnsg8pyrh3cdkd9daiquu0,Masculino,,Distrito Federal (DF),
sgacp0vuokftn3ksgacp0bx2po54nmkp,Feminino,0.0,Minas Gerais (MG),Analista de Negócios/Business Analyst
sgckzamnmz3zmt05tnp1ysgckzk6wvqd,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
sgclpin7jerwn9m9p06ruoowsgclpiul,Feminino,,Minas Gerais (MG),
sgfhuf2ry887zx0n3sgfhufvdo7hwvph,Masculino,0.0,São Paulo (SP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
sgtasijqd0ftqpgao6uiiwsgtaspdrvr,Feminino,0.0,São Paulo (SP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
sgv1zftniwrr9p5afvsgv1ze9lsdzsdv,Masculino,0.0,São Paulo (SP),Analista de Dados/Data Analyst
sgxrp553vbhx6xyy30josgxrp556c7sj,Feminino,,Paraná (PR),Analista de Negócios/Business Analyst
sgyc6pcxwn3xo1sbbk164sgyc61frykc,Masculino,1.0,Pernambuco (PE),Analista de Dados/Data Analyst
shab4y2u8ntq611o5vyshab4j2m8kduo,Masculino,,Espírito Santo (ES),Analista de Dados/Data Analyst
shewa9dfpvehgk21qshectitexggycca,Prefiro não informar,,,Cientista de Dados/Data Scientist
sho62y1hrswbc9upspsholejq6v5920h,Masculino,,São Paulo (SP),Analista de Negócios/Business Analyst
shzqp38kobjrtzysjnqveeu4287shzqp,Feminino,,São Paulo (SP),Cientista de Dados/Data Scientist
sihgo7joo2orcxcwmdsihgo16gfbolzi,Feminino,1.0,São Paulo (SP),Analista de Dados/Data Analyst
silec3bje1nifx97j2hdsilecro703n2,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
simqrgqdbred9lau5jusimqrm7jz5mke,Masculino,,São Paulo (SP),
sixtwnnaso8p3y7m6wpjsixtwjs7tlgv,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
sj461ndrqz5ybfu3dpsj46jysdi20zpy,Masculino,,Maranhão (MA),Analista de BI/BI Analyst
sj5lczbmy9234tgjgusj5lcivbmf4yk1,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
sj6m77fbd25g339i191sj6m7jwm9eyh9,Masculino,,Paraíba (PB),Analytics Engineer
sjizqn88jo3tg207sjiuol3jmcyoi5hf,Masculino,,Mato Grosso do Sul (MS),Analista de BI/BI Analyst
sjjntyn42habwt8crsjjnt73ngd90g9n,Masculino,,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
sjojpi5l9iom07ewsjojpi07k9nhqobg,Masculino,,São Paulo (SP),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
sju7mfy58xsltz0igbsju7iyaghslm3u,Masculino,1.0,Bahia (BA),
sjwuyl7l7rcyv1xr7usjri63jwvd3h12,Feminino,,Tocantins (TO),
sjxe7rfsfhkly1xksjxe7r8izn7nc2vf,Feminino,,São Paulo (SP),Analista de Negócios/Business Analyst
sk8hhr7hsmlssdatm48egosk8hl8rcwd,Feminino,0.0,São Paulo (SP),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
skuntvw59d9krn4sc5hskuntvw45206a,Feminino,,São Paulo (SP),
sl518mtnewz6kjhfj1osl518a9zlj68e,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
slhvovrx40mjxaxxxhvcvslhvof0di6o,Masculino,,Pernambuco (PE),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
sljkn76suwzrcw0rsldsgfcq5hsbb1i4,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
sljzwt4bw4mm0gk66mqnsljz65m185iy,Masculino,,Ceará (CE),Analista de BI/BI Analyst
slt909hqyzaiouaslt93av90omxh78j1,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
slx9onv2lvnqo000ugcslx9onv6cd0rf,Masculino,,São Paulo (SP),
smgv3gxt8wvcf3opf5smgv3evukiy5vw,Feminino,0.0,São Paulo (SP),Analista de Dados/Data Analyst
smjmn8csufgirpgnsmjma5bjn5d8f0wy,Masculino,,São Paulo (SP),
smogg9zyadnboc5556npsmogiod0hfxp,Masculino,,Pernambuco (PE),Cientista de Dados/Data Scientist
smufqda3epqe3zfd90smufqkbxmobbim,Feminino,,São Paulo (SP),
snbc4okqbov2hlv2iasnbc4o9ljs36f9,Feminino,1.0,São Paulo (SP),Analista de Dados/Data Analyst
sni01ziuf0lazfntu3mbwsni08rohtge,Masculino,,São Paulo (SP),
snn7uf4dyoy0pg7snn7emje7ugn8bfae,Masculino,,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
soo9ldzkgfe2gqplk3b5q1psoo998oe8,Masculino,,,
sow754l2gh5f1gl7nsow754au2d8ndaq,Feminino,1.0,Minas Gerais (MG),Analista de BI/BI Analyst
sp9fnzfc137pu042szgsp9fnupkxjfy8,Masculino,,Distrito Federal (DF),Cientista de Dados/Data Scientist
spdbezy1hmhe5b9mspd6i44bks21l32x,Masculino,,São Paulo (SP),
spjldpze1fodp8gm8ftspjldxhv63bgv,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
spn6uavors90oznzusspn6ua6q705s4l,Masculino,,São Paulo (SP),
sppgeqmfqrhxz1m0iodsppget0k4ub8s,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
spqjaycly57l4mtrt5klspqjaix0c3ld,Masculino,,São Paulo (SP),Analytics Engineer
sqbu98hc8wl369r30ep7usqbueh5jq34,Masculino,1.0,Bahia (BA),
sreyrz6pg8s38ncxtqiesreyrzlmx78h,Masculino,,Sergipe (SE),Analista de BI/BI Analyst
srtupdj6bipnkq2d1wixsrtupj2kflwz,Masculino,,Mato Grosso (MT),Analista de BI/BI Analyst
ss4zgugfiwtmm6jpdtmss4zgurda25jo,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
ss7v07s6q6qfycss7vx4w200ok8ydo8t,Feminino,1.0,São Paulo (SP),
ss95hman5j40qkdhv3amss95mqmkmb1l,Masculino,,Rio de Janeiro (RJ),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
ssf52ughzdnfagkz9vk5issf52uraolw,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
sshz56r5uk91yefsshzky83q2wwduynm,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
ssx0vbdqj6j5snssx016gkq89at2y216,Feminino,1.0,Rio Grande do Sul (RS),Analista de Dados/Data Analyst
st4ev9k70appca53st4ev9k0mbq1tzr4,Feminino,0.0,Santa Catarina (SC),Analista de Negócios/Business Analyst
stq5ejdfdwgoxh1fobnstq5kuing7nnv,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
su7mxu0xl3ortuqfsu7mxuxtpy3z25k6,Masculino,,Santa Catarina (SC),Analista de Dados/Data Analyst
suezdg51vsdxfspvsuezdt78i29sgnwx,Feminino,0.0,Pernambuco (PE),Cientista de Dados/Data Scientist
suxr8309vymb61xj5i0j3suxr83btlef,Masculino,,Paraná (PR),
sv7fpcq7tr8moig8ug32bsv7fpcq7l35,Masculino,0.0,Distrito Federal (DF),Cientista de Dados/Data Scientist
svif3z1k8057nrwco7svif3zc2rxggkv,Masculino,,Rio de Janeiro (RJ),Analista de BI/BI Analyst
svs89ypa2tha3gec930yrsvs89ypud15,Masculino,,São Paulo (SP),
sw1tku4ysdv4w5du3sw1tku53nczs0pm,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
sw66pftl6z1ckcdosw66pfdmk348cv1l,Masculino,,São Paulo (SP),Outra Opção
swpky5pfmep7xg0swpky7qjqdmxxviwu,Masculino,,Ceará (CE),Analista de BI/BI Analyst
swqaxs9i6jiaqv0swqaac3wd17fi0agc,Masculino,,Rio Grande do Sul (RS),Analista de Dados/Data Analyst
swvg74whsoz3we89toutswvg7mfq5bot,Masculino,,Rio Grande do Norte (RN),
swzdqc0g19yk3j4iizmscswzdqc0uxaj,Feminino,1.0,São Paulo (SP),Analista de BI/BI Analyst
swzkd5q5z1nubmswca56xm9fmnp0lsaz,Outro,1.0,São Paulo (SP),Analytics Engineer
sx1gy3k2jpj8fpevojsx102ug7zy1xy0,Masculino,1.0,Rio de Janeiro (RJ),Cientista de Dados/Data Scientist
sx9zotjypqr07k4xefbsx9zotji3p3da,Feminino,,São Paulo (SP),Outra Opção
sxjlvjptb80sb39lxk0sxjlvy8dae2uo,Feminino,0.0,Distrito Federal (DF),Analista de Dados/Data Analyst
sxnvffyetiv4joxqmxksxnvffcgp0ir0,Masculino,,Minas Gerais (MG),Analista de Negócios/Business Analyst
sxqktrxq88wd9k1v8vy9sxqktrkcoq7j,Masculino,,Rio de Janeiro (RJ),
sygxde1h2sp2kytpsygxyxmouiradukb,Masculino,0.0,São Paulo (SP),Analista de Inteligência de Mercado/Market Intelligence
syu8sq4uo313k1s87wsyu8sqlk1c7j1i,Masculino,,,Professor/Pesquisador
sz28sofk1itby06j3sz28sofnz7qjmiz,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
szf75d7c6ktkdpmxszf75bouz13zlnn4,Masculino,,Rio de Janeiro (RJ),Analista de BI/BI Analyst
szf7dul1onr1m15xszf7d3z69r47uy3j,Masculino,,Santa Catarina (SC),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
szhb890j74ym52tuithszhb8980v3cnu,Masculino,1.0,Minas Gerais (MG),Analista de Dados/Data Analyst
szjd3rozl66s6pk42szu7tdxt7t8lwwv,Feminino,,São Paulo (SP),Analista de Dados/Data Analyst
szkm1xsz1capwcxw6i9tszkm1xl24pbc,Feminino,0.0,São Paulo (SP),
szwf3cgv8h2v7g0kb3288iszwf3cg3yw,Masculino,,São Paulo (SP),Analista de Negócios/Business Analyst
t00iwgfr1k4jf960s3nt00ieh1supww4,Masculino,,Rio de Janeiro (RJ),
t049a8zjsz2stxjr6yt049a8d9o0ctul,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
t0q3s5i55n8jp5wxt0q3uilblznx03ui,Masculino,,São Paulo (SP),Outra Opção
t0s9tubqv8fg29frnpt0s9th9at4mg98,Masculino,,São Paulo (SP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
t0yj5wtcdew47yeiiafhjt0yj5wtwnd7,Feminino,0.0,Minas Gerais (MG),Analytics Engineer
t0zynhb84x5oqc9ik8iyt0zygzoefx8n,Masculino,,São Paulo (SP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
t130yagz8k9s7lctpt13070u67di5z3a,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
t1j1nf6xs3fqy34t1j1no7lz5hhhmx6n,Masculino,,Distrito Federal (DF),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
t20di5l99s2mvm1571t208ctq7eebhjj,Feminino,,Minas Gerais (MG),Professor/Pesquisador
t28av1plw13eyopa077c4kpt28av7kcc,Masculino,,Rio de Janeiro (RJ),Analista de BI/BI Analyst
t2dx7jt3xz0qa0s6kt2dx7jimd6kxwdv,Feminino,0.0,São Paulo (SP),Analytics Engineer
t2hxmhpt2m82m9gdkt2hx8282ldqx7yx,Masculino,,Paraná (PR),Analista de Dados/Data Analyst
t2itihhxz6icqt2oxks4l84x5o66ikpx,Masculino,,Rio Grande do Sul (RS),
t2mvw3983m8tvlq9pt2mvwosxnz24fwq,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
t2p8gh69asfvut2p8bdxsqoh3w5ds5d0,Feminino,,São Paulo (SP),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
t2wijfbz52f43pk420cct2wijfbz0xwb,Feminino,0.0,Minas Gerais (MG),Analista de BI/BI Analyst
t2ydwnuqcj97tg5oqt2yd3cecoah985j,Masculino,,Minas Gerais (MG),Analista de BI/BI Analyst
t3wztqgefukxgmdt3wo6ugqs9iplvbe7,Masculino,,Pernambuco (PE),Cientista de Dados/Data Scientist
t415ssl92uvdt41v4drli9r4fbxrr4pw,Masculino,,Distrito Federal (DF),Analista de BI/BI Analyst
t44gnbfx7dbmcjwbnbwdet44gnbmmihd,Feminino,,Mato Grosso (MT),Analista de Dados/Data Analyst
t4jz7bddd9oasz9h8g5jt4jz7onvowhf,Masculino,,Paraíba (PB),
t4l2lxtfr2sa3994lhpt4l2lxtf9it5h,Masculino,,Distrito Federal (DF),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
t4lwywp30fx524fethvkt4lwyzjp78xn,Masculino,,Minas Gerais (MG),Analista de Negócios/Business Analyst
t583y0nkhipl7ooj56wpt583y0uc4omt,Feminino,0.0,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
t5cu0zv5laub2hvtzat5cu0nfnzpjwf4,Masculino,,Paraná (PR),Cientista de Dados/Data Scientist
t5dbsdws0lvrvobj3l0tt5dbsm568zpw,Masculino,,Rio de Janeiro (RJ),
t5jd69pzbkgjbeh6t5jd6m9exmsu26o9,Masculino,,Paraná (PR),Cientista de Dados/Data Scientist
t6oiy76y7tazmrout6oiy1iqor3cln6p,Masculino,,São Paulo (SP),
t72z44dgiqa880o1wmt72z4ge9iyxm5g,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
t7305k8cjpbvcfxjolt7305kgl47znw2,Masculino,,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
t77gnad87p6jwvf9st77gnaw1xl3m54g,Masculino,0.0,Bahia (BA),Analista de Negócios/Business Analyst
t7e2f0vyionrylxt7e6zn3g7zkt6xusw,Feminino,1.0,Rio de Janeiro (RJ),Analista de Dados/Data Analyst
t7u12u5ptby8ucbdt7u93tp5rrtl7637,Feminino,1.0,Rio de Janeiro (RJ),
t7vi14u346e8mv14qmvt7vi14ovp9lq0,Feminino,1.0,São Paulo (SP),Analista de Dados/Data Analyst
t89qxug14dbfm4pt89qxugdhjag0npv5,Feminino,1.0,Paraná (PR),Analista de Dados/Data Analyst
tajo8394qv3tajomgt4m83eodp5kgw97,Masculino,,Mato Grosso do Sul (MS),
talvf0wz43bkgtalvfhk5bg191mjzr72,Masculino,,Minas Gerais (MG),Cientista de Dados/Data Scientist
tamdghngum9qofktamdghcs81b6s2l5h,Masculino,,Distrito Federal (DF),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tamut6g6gnavvx8rmtamutj4xq3bsirf,Feminino,0.0,São Paulo (SP),Analista de Dados/Data Analyst
tb45bo144wfeiuktb459inucbuqvmm2s,Masculino,,Mato Grosso do Sul (MS),Outra Opção
tbea41xetbbp2ptbea45uyj1cjr2zcci,Masculino,,São Paulo (SP),
tbjqzk0zv8wphfomtbjq4de8vckvqn73,Feminino,,Santa Catarina (SC),
tbks4a0kmlagcotorctbks5tddfjwtgk,Masculino,,São Paulo (SP),Outra Opção
tbldpu83gabzmnktbld0l115oly78jk7,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tbr63v9ipbrjhxo7i7tbrxvw4p9cmk8h,Feminino,0.0,São Paulo (SP),Cientista de Dados/Data Scientist
tce3yhefnsjmhu66yktcevfqwhzjkkgr,Masculino,,São Paulo (SP),Outras Engenharias (não inclui dev)
tcgizifz2svvxbd62mtcgizj1fpdjnn3,Masculino,,Mato Grosso (MT),Analytics Engineer
tctmzg8cusbw9j6ozovtjqtctmzgvyr8,Feminino,0.0,Bahia (BA),Analista de Dados/Data Analyst
tcwiwfh69aooomue37wtcwiwfh86z4th,Masculino,,Distrito Federal (DF),Analista de Dados/Data Analyst
td1nt8596ewmwfbauqtd1nt8594b947q,Feminino,1.0,Minas Gerais (MG),
tdb5l4pz982nxcijv5tdb5lyvfszjsl7,Feminino,,Paraná (PR),
tdhhwiggpcvx4kxt1f4tdhhwiga21voc,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tdhz32ghpfxd2xzrbztdhz39kp9i05i9,Feminino,,Bahia (BA),Analista de Negócios/Business Analyst
te08uxd6toahlgh8ns26bte08up72yqd,Masculino,,Rio de Janeiro (RJ),Analytics Engineer
tex8yjy8vfi5cf5kzzt9tex8yjyamv0c,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
texn17y2p9ckt4hbtexu04k04o0pudki,Feminino,0.0,Minas Gerais (MG),Cientista de Dados/Data Scientist
tf1ymt9kea8fettlnptf1ymti5o2rurk,Masculino,,Paraná (PR),Cientista de Dados/Data Scientist
tf5kse1horqpli4me45tqtf5kse1vkay,Masculino,,Bahia (BA),Outra Opção
tf6atfdotwygk86ltf6at1h1yvln35xc,Masculino,,Mato Grosso do Sul (MS),Analista de BI/BI Analyst
tf7k9nywm03e0jvkhtf7k9yevde896us,Feminino,1.0,São Paulo (SP),Cientista de Dados/Data Scientist
tf7y7q5noa3g6mekpjtf7y7q9ioahcgh,Masculino,0.0,Pará (PA),Cientista de Dados/Data Scientist
tfccmqvbl1agl6tfcqtmlfmp2fi9q2is,Masculino,,São Paulo (SP),
tfj3wxqy5xfu673k88yhwqostfj3wxqy,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tfjzhj1m92w2rtfjzh937lbm1vx7j6rt,Feminino,0.0,São Paulo (SP),Analista de Dados/Data Analyst
tflljo37zfrgyofzl9iketflljo37xcc,Feminino,0.0,São Paulo (SP),Cientista de Dados/Data Scientist
tg2bswde9v3viobdzn2tg2bsw6qphuya,Masculino,,São Paulo (SP),Analytics Engineer
tg9r2no0g5b8h4ltg9r2l3sovi4w2pic,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
thb5yxlwljky3ozfalhthb5yer4v98ib,Masculino,,Ceará (CE),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
the7iugbqegh8m1scoderi5cthe7iugb,Feminino,0.0,Santa Catarina (SC),Analytics Engineer
thjqioch3ohuvthj3k65z0hx92rz021k,Feminino,1.0,,
thk3j6iof7siix263k0zthk3j6ioi0ug,Masculino,,Rio Grande do Sul (RS),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
thlsl8wbvof2qkthlsmtjaorq6wcoaye,Masculino,,Rio Grande do Sul (RS),
thpt4spmxaihemfg03rthpt4sal3h563,Masculino,,São Paulo (SP),
thrl46g8vqodjmi2jthrm2mojg00fp1r,Masculino,,Minas Gerais (MG),
thv64uv89z54a7thv64w3rw9wau1e883,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
thxz3i07imdb2gg4g43thxz3ivd3xc44,Feminino,0.0,Rio de Janeiro (RJ),Cientista de Dados/Data Scientist
thzt8wzc46tdk4wgmthzt8xezc0dbvgk,Feminino,,Rio Grande do Sul (RS),Estatístico
tiquyxhm7ev8m7gutiqudn4ho5tr27ke,Masculino,,Rio de Janeiro (RJ),Analista de Dados/Data Analyst
tivftptdahxpv1zgxktivfalizruurz1,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tiyj4gemt6k11ydzfidtiyj4gey9uqnj,Masculino,1.0,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tjk8ewyjxnjj2u30tj9t1hhw73ph0az9,Masculino,,Minas Gerais (MG),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tjkcx58rej2qv62uwmtjkcx58byybg9d,Feminino,0.0,Rio de Janeiro (RJ),Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)
tjm7qw6o12e5dn83tjm7q5aj08lo53od,Feminino,0.0,São Paulo (SP),Outra Opção
tjovsbys5rdzpmudj7tjovo6qc68np8q,Masculino,,São Paulo (SP),Outra Opção
tjqge83n0i27ut0w4tjqgtpba2egmf8w,Feminino,0.0,São Paulo (SP),
tjzl64rhawb9vpo6skxltjzlkfs3fk7p,Masculino,0.0,Pernambuco (PE),Cientista de Dados/Data Scientist
tk0xj3bjgfkan2104mrnptk0xj3bd50d,Feminino,,São Paulo (SP),
tk1dpres0xmv6q3f2uxg2tk1q4sgp5z3,Feminino,0.0,São Paulo (SP),Analista de Dados/Data Analyst
tkb8c6phhk5dgp1kwtkb8c6dtovr83jz,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
tkc58zu2dyvo1tuw6c0tkc58z6yb8jea,Masculino,,Rio de Janeiro (RJ),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tkdck2fadax1jk9iukgntkdckntlq4e3,Feminino,0.0,Goiás (GO),Analista de Inteligência de Mercado/Market Intelligence
tknq4sleev0xjqutkn2v6bppwrx8l60g,Masculino,0.0,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tl5bj05400h3qubgtl5bj04fearbkxza,Feminino,0.0,Rio Grande do Sul (RS),Analista de BI/BI Analyst
tl6csd26aguvfqa3eub8tl6csda925mu,Feminino,,São Paulo (SP),
tl770kayntv4c08tl74ka1cjivm5v1ce,Masculino,,São Paulo (SP),
tlbe8ck4ojwg0jztlbe8cctty5xm2srf,Masculino,,Pernambuco (PE),Analista de BI/BI Analyst
tm3652dex8jh0vi84002tm3652lgectp,Feminino,0.0,Paraíba (PB),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tm7g55r3x3xowh1itm7gj2kwfjjzhb3q,Masculino,,São Paulo (SP),Engenheiro de Machine Learning/ML Engineer/AI Engineer
tmbm4dhenjbsi5hkiw74sktmbm4dwddq,Masculino,,São Paulo (SP),Analista de Dados/Data Analyst
tmoxlgwkolju51k13atmofngobm83r41,Masculino,,Rio Grande do Sul (RS),Analista de Dados/Data Analyst
tmzapp1foqtvzboa6k05gz0k17vzboa1,Masculino,,Goiás (GO),Analytics Engineer
tn8qckj930fulz56tn8qwzepf9kltlph,Masculino,,São Paulo (SP),
tnfbd15sgugx7apbtnfbdvrk2pqcajcn,Feminino,0.0,São Paulo (SP),Analista de Negócios/Business Analyst
tnv699y3e4tuluh776iutnv6993mmfp6,Masculino,,Pernambuco (PE),Analista de Negócios/Business Analyst
tnz7fzz84c6myjbtnzrxair1x0jwyfr6,Masculino,,Rio Grande do Sul (RS),Analista de BI/BI Analyst
toeot0zw4j8pwa4toeokespt21w2y8wc,Feminino,0.0,Pernambuco (PE),Cientista de Dados/Data Scientist
tp1wbadoq8twxm7etp1wbqls281jjj4h,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
tpeevbymziuu7altpexij8d2o92l5lcd,Feminino,,Mato Grosso (MT),Analista de BI/BI Analyst
tpnkcpewwg30rqqewa3o56tpnkcpecxe,Masculino,,Santa Catarina (SC),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tpshhdulwawwsd9ehqtutpshhdulw2lk,Feminino,0.0,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tptlsikjhky0pdg7tptlstob05r37do9,Masculino,,São Paulo (SP),Analista de BI/BI Analyst
tq7idhgnfav00805lr50tq7idh75prqu,Feminino,,Goiás (GO),Cientista de Dados/Data Scientist
tqfy9ghgw5jaanutqfr38llyieklmqsj,Masculino,,Rio Grande do Sul (RS),
tqskwnt64gm133ntqskwl4l1ivurpec4,Feminino,0.0,Minas Gerais (MG),Cientista de Dados/Data Scientist
trg62gf9t8slaqg5swtrg6kcrl4k7bq1,Feminino,0.0,Distrito Federal (DF),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
trq2z1salh9o7ha2l6ctrquddln7gxvf,Masculino,1.0,São Paulo (SP),Analytics Engineer
ts5jatlqedz1j52zcdrts5d6yygvpilc,Feminino,0.0,Distrito Federal (DF),Engenheiro de Machine Learning/ML Engineer/AI Engineer
ts8dgfc9tkpej6avvh96ts8dgfciow5w,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
tsd26tb38u1274lcygtsd26to5pz6l94,Feminino,,São Paulo (SP),
tsy9xnmhkjil71tsy9xnmhxrscxfgbh7,Masculino,1.0,Ceará (CE),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas
tszub4bkrgqsxl8fg3jtszub40m2d666,Masculino,,São Paulo (SP),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tt8euykwyl1tt83woky88pvhzja7rp3w,Masculino,,Santa Catarina (SC),Cientista de Dados/Data Scientist
tta1bi719j00vq4tta04cjwg0qs43jls,Masculino,,Mato Grosso do Sul (MS),Analista de Dados/Data Analyst
ttfth4i8qihw9t8ttftguq2fnlm0o8g1,Feminino,,São Paulo (SP),
tu76l2zwtmnmbdvwuyitu76l2homoj6v,Masculino,,Rio de Janeiro (RJ),Cientista de Dados/Data Scientist
tu7hgzrzt9qp6ufmianpttu7hgzvy1nt,Masculino,,São Paulo (SP),
tuaj5501lsb98bfttuam8s57siwfml24,Masculino,,São Paulo (SP),Cientista de Dados/Data Scientist
tuaktd7ceas6pda1r9yghtuaktd7ct8e,Feminino,0.0,São Paulo (SP),
tub1n6vkctugouewi1sca3tub1dmux5x,Masculino,,São Paulo (SP),
tuf8nxqczzravww65itdmtuf8nxqc4w5,Masculino,,São Paulo (SP),
tukdg6tyhn9k466tukdg4mdpuruekfvl,Masculino,,Ceará (CE),
tuqk87h8xkpkznhowjotuqk87npszawz,Masculino,,São Paulo (SP),
tut2hmn0rq2ae10tut2bt7lqgtc75nwv,Masculino,,Mato Grosso do Sul (MS),Analista de Negócios/Business Analyst
tuvzcey283jyb596tuvzyrukxyf7vk2x,Masculino,,Ceará (CE),Analista de Dados/Data Analyst
tuy8an8ux117tne40fptuy8aog7h2ymk,Masculino,,Rio Grande do Sul (RS),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tv6akdboj9749v0tv6brrkbry527kxbs,Masculino,,Distrito Federal (DF),DBA/Administrador de Banco de Dados
tvfeh6aaf0mipcfzvm1tvfehucnuochs,Masculino,,Pará (PA),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect
tw5hgpl4ax6af68ecpcitw5hgpl41rqp,Masculino,0.0,São Paulo (SP),Outra Opção
twhjbdd2t5twh2wt8fokt92b99x6jmys,Masculino,,Rio Grande do Sul (RS),Analista de BI/BI Analyst
twly2u82g3hd4htwlswpijqu7wum1c1s,Prefiro não informar,0.0,São Paulo (SP),Cientista de Dados/Data Scientist
twpldg59tssvozqeo7ivstwpldg5vsmu,Masculino,,Santa Catarina (SC),Engenheiro de Machine Learning/ML Engineer/AI Engineer
twqelkz9cqqkbb5tz7twqelkldp28ugi,Masculino,,Minas Gerais (MG),Analista de Dados/Data Analyst
tx90zyqj0k3mwe4r9fsutx90zyqj8g3h,Masculino,,São Paulo (SP),Economista
txcfzqqaewsbktlm5itxcfzq8x5aa2m5,Feminino,,Minas Gerais (MG),Cientista de Dados/Data Scientist
